AREA,Area,MAINTRAVELWORK,Main means of travel to work,AGE,Age group,SEX,Sex,YEAR,Year,Value,Flags
143000,Saint Heliers North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1218,
143100,Remuera Abbotts Park,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,582,
143200,Meadowbank East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,258,
143300,Ellerslie Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1995,
143400,Royal Oak East (Auckland),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1500,
143500,Saint Heliers South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,552,
143600,Hillsborough South (Auckland),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,255,
143700,Saint Johns West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,645,
143800,Greenlane South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,450,
143900,Remuera Waiatarua,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,264,
144000,Glendowie North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,594,
144100,Onehunga West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,753,
144200,Ellerslie West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,8784,
144300,Onehunga North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,279,
144400,Ellerslie East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,378,
144500,Saint Johns East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,276,
144600,Oneroa West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,804,
144700,Glen Innes West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,390,
144800,Ellerslie South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1086,
144900,Stonefields West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,333,
145000,Onehunga Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1845,
145100,Glendowie South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1026,
145200,Oranga,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,204,
145300,Mount Wellington North West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,2973,
145400,Panmure Glen Innes Industrial,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,4413,
145500,Onehunga-Te Papapa Industrial,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,7617,
145600,Te Papapa,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,330,
145700,Stonefields East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,261,
145800,Glen Innes East-Wai O Taiki Bay,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,351,
145900,Penrose,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,24675,
146000,Mount Wellington North East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,285,
146100,Mangere Bridge Ambury,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,492,
146200,Mount Wellington Ferndale,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,318,
146300,Point England,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,285,
146400,Bucklands Beach North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,390,
146500,Mount Wellington East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,291,
146600,Mount Wellington West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,255,
146700,Panmure West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1779,
146800,Mangere Bridge,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1518,
146900,Oneroa East-Palm Beach,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,216,
147000,Tamaki,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,360,
147100,Panmure East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,429,
147200,Mount Wellington Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,822,
147300,Bays Waiheke Island,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,0,
147400,Sylvia Park,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,3039,
147500,Mangere Mountain View,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,336,
147600,Surfdale,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,492,
147700,Mount Wellington Industrial,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,12882,
147800,Half Moon Bay West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,636,
147900,Auckland Airport,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,23073,
148000,Eastern Beach,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,459,
148100,Sunnyhills West-Pakuranga North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,954,
148200,Favona North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1626,
148300,Bucklands Beach Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,291,
148400,Farm Cove,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,327,
148500,Mangere North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,114,
148600,Favona West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,246,
148700,Ostend,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,858,
148800,Half Moon Bay North East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,261,
148900,Mangere West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,318,
149000,Pakuranga West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,540,
